"MacroTrends Data Download"
"JNJ - Historical Price and Volume Data"
"Note: Historical prices are adjusted for stock splits."

"Disclaimer and Terms of Use: Historical stock data is provided 'as is' and solely for informational purposes, not for trading purposes or advice."
"MacroTrends LLC expressly disclaims the accuracy, adequacy, or completeness of any data and shall not be liable for any errors, omissions or other defects in, "
"delays or interruptions in such data, or for any actions taken in reliance thereon.  Neither MacroTrends LLC nor any of our information providers will be liable"
"for any damages relating to your use of the data provided."


"ATTRIBUTION: Proper attribution requires clear indication of the data source as ""www.macrotrends.net""."
"A ""dofollow"" backlink to the originating page is also required if the data is displayed on a web page."


date,open,high,low,close,volume
1970-01-02,0.4079,0.4090,0.3977,0.3977,1195200
1970-01-05,0.3977,0.3988,0.3875,0.3880,964800
1970-01-06,0.3880,0.3954,0.3863,0.3954,1036800
1970-01-07,0.3954,0.3965,0.3926,0.3937,331200
1970-01-08,0.3937,0.3999,0.3937,0.3965,460800
1970-01-09,0.3988,0.4045,0.3988,0.3988,748800
1970-01-12,0.3988,0.3988,0.3920,0.3920,864000
1970-01-13,0.3931,0.3988,0.3931,0.3954,849600
1970-01-14,0.3954,0.4022,0.3954,0.4011,619200
1970-01-15,0.4011,0.4022,0.4005,0.4016,1209600
1970-01-16,0.4016,0.4016,0.3999,0.4011,734400
1970-01-19,0.4005,0.4005,0.3954,0.3960,1180800
1970-01-20,0.3960,0.3960,0.3892,0.3960,763200
1970-01-21,0.3960,0.3977,0.3948,0.3977,878400
1970-01-22,0.3977,0.3988,0.3954,0.3988,360000
1970-01-23,0.3988,0.3999,0.3960,0.3965,979200
1970-01-26,0.3965,0.3965,0.3943,0.3965,979200
1970-01-27,0.3948,0.3948,0.3920,0.3920,532800
1970-01-28,0.3886,0.3886,0.3705,0.3705,1497600
1970-01-29,0.3693,0.3693,0.3501,0.3625,3585600
1970-01-30,0.3580,0.3580,0.3512,0.3580,2808000
1970-02-02,0.3620,0.3761,0.3620,0.3761,1612800
1970-02-03,0.3761,0.3920,0.3739,0.3739,2692800
1970-02-04,0.3699,0.3699,0.3529,0.3574,2793600
1970-02-05,0.3574,0.3739,0.3563,0.3739,1886400
1970-02-06,0.3716,0.3716,0.3671,0.3693,705600
1970-02-09,0.3784,0.3886,0.3784,0.3858,1684800
1970-02-10,0.3920,0.3965,0.3920,0.3931,2505600
1970-02-11,0.3920,0.3920,0.3880,0.3897,2232000
1970-02-12,0.3897,0.3897,0.3730,0.3756,3369600
1970-02-13,0.3741,0.3741,0.3625,0.3671,1540800
1970-02-16,0.3678,0.3695,0.3669,0.3669,820800
1970-02-17,0.3669,0.3672,0.3564,0.3598,1915200
1970-02-18,0.3609,0.3638,0.3609,0.3626,878400
1970-02-19,0.3626,0.3626,0.3592,0.3601,576000
1970-02-20,0.3592,0.3592,0.3519,0.3533,1396800
1970-02-24,0.3533,0.3547,0.3434,0.3456,3744000
1970-02-25,0.3456,0.3587,0.3439,0.3587,2822400
1970-02-26,0.3553,0.3553,0.3479,0.3519,1353600
1970-02-27,0.3541,0.3632,0.3541,0.3618,1627200
1970-03-02,0.3618,0.3672,0.3587,0.3587,1051200
1970-03-03,0.3587,0.3592,0.3530,0.3592,1468800
1970-03-04,0.3592,0.3655,0.3592,0.3626,734400
1970-03-05,0.3626,0.3638,0.3609,0.3621,892800
1970-03-06,0.3621,0.3621,0.3558,0.3570,907200
1970-03-09,0.3558,0.3558,0.3530,0.3547,273600
1970-03-10,0.3530,0.3530,0.3487,0.3519,1353600
1970-03-11,0.3519,0.3564,0.3507,0.3547,432000
1970-03-12,0.3550,0.3575,0.3550,0.3558,388800
1970-03-13,0.3541,0.3541,0.3519,0.3519,1339200
1970-03-16,0.3519,0.3519,0.3456,0.3462,806400
1970-03-17,0.3462,0.3473,0.3445,0.3445,1267200
1970-03-18,0.3451,0.3479,0.3451,0.3479,748800
1970-03-19,0.3490,0.3507,0.3490,0.3490,1123200
1970-03-20,0.3490,0.3490,0.3468,0.3490,518400
1970-03-23,0.3485,0.3485,0.3451,0.3462,216000
1970-03-24,0.3459,0.3459,0.3405,0.3442,1670400
1970-03-25,0.3473,0.3598,0.3473,0.3553,2275200
1970-03-26,0.3553,0.3575,0.3541,0.3553,936000
1970-03-30,0.3553,0.3570,0.3530,0.3536,1368000
1970-03-31,0.3519,0.3519,0.3485,0.3507,676800
1970-04-01,0.3496,0.3496,0.3473,0.3482,820800
1970-04-02,0.3462,0.3462,0.3416,0.3425,792000
1970-04-03,0.3425,0.3445,0.3425,0.3439,1008000
1970-04-06,0.3439,0.3456,0.3343,0.3348,2275200
1970-04-07,0.3343,0.3343,0.3246,0.3252,1526400
1970-04-08,0.3252,0.3258,0.3229,0.3246,734400
1970-04-09,0.3246,0.3326,0.3246,0.3320,820800
1970-04-10,0.3320,0.3371,0.3306,0.3314,3312000
1970-04-13,0.3314,0.3314,0.3269,0.3292,878400
1970-04-14,0.3292,0.3348,0.3246,0.3343,835200
1970-04-15,0.3343,0.3399,0.3337,0.3360,2217600
1970-04-16,0.3360,0.3360,0.3320,0.3323,1252800
1970-04-17,0.3323,0.3326,0.3314,0.3320,950400
1970-04-20,0.3320,0.3326,0.3297,0.3314,1425600
1970-04-21,0.3314,0.3337,0.3292,0.3294,518400
1970-04-22,0.3292,0.3292,0.3269,0.3272,561600
1970-04-23,0.3272,0.3275,0.3167,0.3175,763200
1970-04-24,0.3175,0.3178,0.3158,0.3161,792000
1970-04-27,0.3158,0.3158,0.3121,0.3127,705600
1970-04-28,0.3127,0.3133,0.3110,0.3110,676800
1970-04-29,0.3110,0.3224,0.3053,0.3224,2534400
1970-04-30,0.3224,0.3292,0.3224,0.3246,532800
1970-05-01,0.3246,0.3246,0.3224,0.3229,316800
1970-05-04,0.3189,0.3189,0.3127,0.3127,576000
1970-05-05,0.3116,0.3116,0.3093,0.3093,950400
1970-05-06,0.3093,0.3144,0.3093,0.3144,1166400
1970-05-07,0.3155,0.3201,0.3155,0.3189,1137600
1970-05-08,0.3189,0.3212,0.3121,0.3144,921600
1970-05-11,0.3101,0.3101,0.3065,0.3065,705600
1970-05-12,0.3065,0.3144,0.3059,0.3087,763200
1970-05-13,0.3076,0.3076,0.3059,0.3068,360000
1970-05-14,0.3068,0.3070,0.2997,0.3036,1094400
1970-05-15,0.3065,0.3178,0.3065,0.3178,676800
1970-05-18,0.3303,0.3303,0.3218,0.3218,187200
1970-05-19,0.3218,0.3235,0.3048,0.3048,657600
1970-05-20,0.3048,0.3065,0.3005,0.3005,542400
1970-05-21,0.2962,0.2962,0.2835,0.2894,1881600
1970-05-22,0.2900,0.2951,0.2797,0.2883,777600
1970-05-25,0.2866,0.2866,0.2678,0.2678,1718400
1970-05-26,0.2678,0.2695,0.2542,0.2550,1536000
1970-05-27,0.2627,0.2746,0.2627,0.2746,2001600
1970-05-28,0.2746,0.2815,0.2712,0.2797,3168000
1970-05-29,0.2797,0.2968,0.2763,0.2968,1872000
1970-06-01,0.2968,0.3070,0.2951,0.3070,1555200
1970-06-02,0.3070,0.3105,0.2985,0.3036,1190400
1970-06-03,0.3036,0.3165,0.3010,0.3165,1185600
1970-06-04,0.3165,0.3267,0.3139,0.3139,1948800
1970-06-05,0.3139,0.3139,0.3045,0.3062,796800
1970-06-08,0.3062,0.3096,0.2985,0.3087,523200
1970-06-09,0.3087,0.3096,0.3002,0.3070,652800
1970-06-10,0.3070,0.3130,0.3062,0.3062,744000
1970-06-11,0.3062,0.3130,0.3036,0.3122,628800
1970-06-12,0.3122,0.3139,0.3087,0.3122,696000
1970-06-15,0.3122,0.3190,0.3105,0.3173,374400
1970-06-16,0.3207,0.3463,0.3207,0.3412,912000
1970-06-17,0.3412,0.3412,0.3292,0.3343,974400
1970-06-18,0.3343,0.3412,0.3309,0.3412,556800
1970-06-19,0.3412,0.3463,0.3343,0.3343,1238400
1970-06-22,0.3343,0.3395,0.3207,0.3343,393600
1970-06-23,0.3309,0.3309,0.3207,0.3224,715200
1970-06-24,0.3224,0.3224,0.3139,0.3181,532800
1970-06-25,0.3181,0.3275,0.3173,0.3181,388800
1970-06-26,0.3181,0.3190,0.3087,0.3139,484800
1970-06-29,0.3139,0.3165,0.3079,0.3139,283200
1970-06-30,0.3139,0.3258,0.3139,0.3181,417600
1970-07-01,0.3181,0.3190,0.3139,0.3190,921600
1970-07-02,0.3190,0.3198,0.3148,0.3148,216000
1970-07-06,0.3156,0.3233,0.3156,0.3190,672000
1970-07-07,0.3190,0.3224,0.3070,0.3070,916800
1970-07-08,0.3070,0.3181,0.3062,0.3173,408000
1970-07-09,0.3190,0.3275,0.3190,0.3207,427200
1970-07-10,0.3207,0.3309,0.3207,0.3283,336000
1970-07-13,0.3283,0.3352,0.3250,0.3250,403200
1970-07-14,0.3250,0.3275,0.3198,0.3241,552000
1970-07-15,0.3250,0.3309,0.3250,0.3275,912000
1970-07-16,0.3275,0.3317,0.3258,0.3258,763200
1970-07-17,0.3292,0.3377,0.3292,0.3377,849600
1970-07-20,0.3377,0.3446,0.3377,0.3403,1224000
1970-07-21,0.3403,0.3438,0.3395,0.3395,1800000
1970-07-22,0.3395,0.3420,0.3377,0.3377,1872000
1970-07-23,0.3377,0.3429,0.3343,0.3360,1804800
1970-07-24,0.3352,0.3352,0.3309,0.3309,667200
1970-07-27,0.3300,0.3300,0.3224,0.3224,436800
1970-07-28,0.3241,0.3326,0.3241,0.3309,772800
1970-07-29,0.3326,0.3412,0.3326,0.3386,326400
1970-07-30,0.3386,0.3403,0.3343,0.3360,542400
1970-07-31,0.3360,0.3395,0.3360,0.3369,484800
1970-08-03,0.3360,0.3360,0.3233,0.3309,816000
1970-08-04,0.3292,0.3292,0.3241,0.3275,542400
1970-08-05,0.3275,0.3309,0.3224,0.3233,633600
1970-08-06,0.3241,0.3275,0.3241,0.3250,470400
1970-08-07,0.3250,0.3283,0.3215,0.3233,811200
1970-08-10,0.3215,0.3215,0.3105,0.3105,672000
1970-08-11,0.3105,0.3122,0.3070,0.3087,849600
1970-08-12,0.3096,0.3139,0.3096,0.3096,288000
1970-08-13,0.3096,0.3096,0.2968,0.3019,1833600
1970-08-14,0.2993,0.2993,0.2943,0.2960,998400
1970-08-17,0.2965,0.2991,0.2922,0.2974,1108800
1970-08-18,0.3076,0.3162,0.3076,0.3084,753600
1970-08-19,0.3084,0.3162,0.3084,0.3084,624000
1970-08-20,0.3084,0.3162,0.3042,0.3110,816000
1970-08-21,0.3110,0.3281,0.3110,0.3264,1118400
1970-08-24,0.3315,0.3384,0.3315,0.3349,1036800
1970-08-25,0.3349,0.3384,0.3298,0.3384,508800
1970-08-26,0.3384,0.3384,0.3298,0.3315,220800
1970-08-27,0.3315,0.3332,0.3298,0.3298,369600
1970-08-28,0.3298,0.3349,0.3264,0.3349,1012800
1970-08-31,0.3349,0.3367,0.3324,0.3324,283200
1970-09-01,0.3341,0.3367,0.3341,0.3367,446400
1970-09-02,0.3367,0.3367,0.3298,0.3298,681600
1970-09-03,0.3298,0.3512,0.3298,0.3435,1219200
1970-09-04,0.3435,0.3520,0.3435,0.3520,840000
1970-09-08,0.3520,0.3589,0.3469,0.3572,672000
1970-09-09,0.3597,0.3691,0.3597,0.3657,873600
1970-09-10,0.3614,0.3614,0.3520,0.3614,777600
1970-09-11,0.3614,0.3614,0.3537,0.3589,336000
1970-09-14,0.3589,0.3623,0.3494,0.3581,820800
1970-09-15,0.3546,0.3546,0.3452,0.3452,609600
1970-09-16,0.3452,0.3589,0.3435,0.3537,1046400
1970-09-17,0.3537,0.3614,0.3520,0.3589,729600
1970-09-18,0.3589,0.3623,0.3572,0.3606,427200
1970-09-21,0.3606,0.3606,0.3546,0.3555,374400
1970-09-22,0.3520,0.3520,0.3418,0.3494,974400
1970-09-23,0.3494,0.3606,0.3494,0.3503,532800
1970-09-24,0.3512,0.3623,0.3512,0.3589,816000
1970-09-25,0.3606,0.3674,0.3606,0.3657,1060800
1970-09-28,0.3657,0.3657,0.3520,0.3537,1387200
1970-09-29,0.3537,0.3614,0.3486,0.3589,1185600
1970-09-30,0.3597,0.3640,0.3597,0.3606,489600
1970-10-01,0.3606,0.3623,0.3597,0.3623,268800
1970-10-02,0.3623,0.3657,0.3623,0.3657,897600
1970-10-05,0.3657,0.3760,0.3657,0.3760,768000
1970-10-06,0.3777,0.3811,0.3777,0.3811,672000
1970-10-07,0.3802,0.3802,0.3760,0.3794,806400
1970-10-08,0.3777,0.3777,0.3691,0.3708,508800
1970-10-09,0.3657,0.3657,0.3555,0.3597,508800
1970-10-12,0.3581,0.3581,0.3486,0.3581,374400
1970-10-13,0.3581,0.3657,0.3537,0.3657,763200
1970-10-14,0.3691,0.3725,0.3691,0.3691,657600
1970-10-15,0.3691,0.3751,0.3691,0.3699,744000
1970-10-16,0.3699,0.3760,0.3606,0.3606,873600
1970-10-19,0.3606,0.3623,0.3563,0.3563,561600
1970-10-20,0.3606,0.3760,0.3606,0.3760,355200
1970-10-21,0.3760,0.3760,0.3725,0.3725,302400
1970-10-22,0.3725,0.3743,0.3691,0.3743,748800
1970-10-23,0.3743,0.3777,0.3734,0.3777,398400
1970-10-26,0.3777,0.3819,0.3760,0.3819,484800
1970-10-27,0.3819,0.3819,0.3777,0.3811,499200
1970-10-28,0.3786,0.3786,0.3691,0.3786,609600
1970-10-29,0.3786,0.3819,0.3760,0.3794,552000
1970-10-30,0.3802,0.3913,0.3802,0.3879,475200
1970-11-02,0.3879,0.3879,0.3811,0.3879,734400
1970-11-03,0.3879,0.3913,0.3845,0.3879,283200
1970-11-04,0.3905,0.3982,0.3905,0.3931,532800
1970-11-05,0.3931,0.4084,0.3931,0.4050,835200
1970-11-06,0.4050,0.4050,0.3982,0.4024,912000
1970-11-09,0.4024,0.4033,0.3982,0.3999,619200
1970-11-10,0.3999,0.4016,0.3948,0.3982,364800
1970-11-11,0.3982,0.4050,0.3948,0.3965,1051200
1970-11-12,0.3948,0.3948,0.3896,0.3913,350400
1970-11-13,0.3913,0.3913,0.3879,0.3888,672000
1970-11-16,0.3894,0.3902,0.3833,0.3833,979200
1970-11-17,0.3851,0.3902,0.3851,0.3877,705600
1970-11-18,0.3868,0.3868,0.3782,0.3833,796800
1970-11-19,0.3833,0.3868,0.3816,0.3851,518400
1970-11-20,0.3851,0.3868,0.3825,0.3868,393600
1970-11-23,0.3868,0.3885,0.3833,0.3833,523200
1970-11-24,0.3851,0.3902,0.3851,0.3885,4348800
1970-11-25,0.3885,0.3919,0.3885,0.3919,489600
1970-11-27,0.3919,0.4039,0.3902,0.4039,657600
1970-11-30,0.4039,0.4065,0.4013,0.4022,1080000
1970-12-01,0.4022,0.4056,0.3953,0.3970,465600
1970-12-02,0.3970,0.4030,0.3970,0.4013,748800
1970-12-03,0.4013,0.4039,0.3902,0.3936,2827200
1970-12-04,0.3936,0.3936,0.3868,0.3902,1920000
1970-12-07,0.3902,0.3919,0.3833,0.3851,892800
1970-12-08,0.3851,0.3868,0.3799,0.3851,840000
1970-12-09,0.3859,0.3902,0.3859,0.3877,2505600
1970-12-10,0.3877,0.3919,0.3833,0.3868,1003200
1970-12-11,0.3851,0.3851,0.3739,0.3748,1147200
1970-12-14,0.3748,0.3791,0.3731,0.3739,1857600
1970-12-15,0.3739,0.3868,0.3731,0.3859,528000
1970-12-16,0.3885,0.3987,0.3885,0.3987,955200
1970-12-17,0.3987,0.3987,0.3936,0.3953,1051200
1970-12-18,0.3953,0.3970,0.3868,0.3962,532800
1970-12-21,0.3962,0.3970,0.3902,0.3919,580800
1970-12-22,0.3919,0.3919,0.3816,0.3868,1075200
1970-12-23,0.3868,0.3910,0.3833,0.3910,417600
1970-12-24,0.3919,0.3962,0.3919,0.3944,470400
1970-12-28,0.3944,0.3962,0.3927,0.3953,316800
1970-12-29,0.3953,0.3987,0.3944,0.3970,374400
1970-12-30,0.3970,0.3987,0.3902,0.3902,758400
1970-12-31,0.3902,0.3936,0.3851,0.3902,292800
1971-01-04,0.3902,0.3953,0.3877,0.3919,148800
1971-01-05,0.3919,0.3987,0.3910,0.3970,403200
1971-01-06,0.3970,0.4056,0.3970,0.4039,710400
1971-01-07,0.4056,0.4193,0.4056,0.4193,1080000
1971-01-08,0.4210,0.4313,0.4210,0.4244,1089600
1971-01-11,0.4261,0.4432,0.4261,0.4381,960000
1971-01-12,0.4381,0.4450,0.4330,0.4432,1401600
1971-01-13,0.4432,0.4484,0.4381,0.4484,1968000
1971-01-14,0.4484,0.4518,0.4415,0.4518,926400
1971-01-15,0.4501,0.4501,0.4432,0.4441,436800
1971-01-18,0.4407,0.4407,0.4142,0.4159,2131200
1971-01-19,0.4159,0.4296,0.4107,0.4270,1924800
1971-01-20,0.4278,0.4381,0.4278,0.4347,1555200
1971-01-21,0.4347,0.4347,0.4296,0.4304,288000
1971-01-22,0.4304,0.4330,0.4227,0.4330,864000
1971-01-25,0.4330,0.4338,0.4278,0.4296,1977600
1971-01-26,0.4364,0.4407,0.4364,0.4407,1017600
1971-01-27,0.4407,0.4415,0.4347,0.4347,705600
1971-01-28,0.4364,0.4415,0.4364,0.4364,1214400
1971-01-29,0.4364,0.4415,0.4347,0.4415,955200
1971-02-01,0.4415,0.4432,0.4381,0.4432,585600
1971-02-02,0.4432,0.4501,0.4398,0.4501,686400
1971-02-03,0.4501,0.4604,0.4476,0.4586,787200
1971-02-04,0.4586,0.4646,0.4560,0.4586,724800
1971-02-05,0.4586,0.4621,0.4543,0.4621,1176000
1971-02-08,0.4621,0.4646,0.4560,0.4638,950400
1971-02-09,0.4638,0.4698,0.4586,0.4604,1036800
1971-02-10,0.4604,0.4877,0.4586,0.4877,724800
1971-02-11,0.4843,0.4843,0.4758,0.4792,1915200
1971-02-12,0.4784,0.4784,0.4706,0.4749,830400
1971-02-16,0.4749,0.4766,0.4706,0.4740,969600
1971-02-17,0.4723,0.4723,0.4706,0.4723,691200
1971-02-18,0.4732,0.4758,0.4732,0.4758,796800
1971-02-19,0.4740,0.4740,0.4604,0.4621,806400
1971-02-22,0.4630,0.4647,0.4561,0.4612,532800
1971-02-23,0.4612,0.4733,0.4612,0.4733,278400
1971-02-24,0.4767,0.4801,0.4767,0.4784,240000
1971-02-25,0.4801,0.4861,0.4801,0.4853,1065600
1971-02-26,0.4853,0.4853,0.4775,0.4835,427200
1971-03-01,0.4835,0.4861,0.4801,0.4861,187200
1971-03-02,0.4861,0.4878,0.4861,0.4878,691200
1971-03-03,0.4878,0.4887,0.4835,0.4853,388800
1971-03-04,0.4853,0.4999,0.4853,0.4999,1512000
1971-03-05,0.5075,0.5144,0.5075,0.5144,528000
1971-03-08,0.5144,0.5144,0.5058,0.5144,811200
1971-03-09,0.5144,0.5281,0.5110,0.5281,652800
1971-03-10,0.5350,0.5521,0.5350,0.5487,2232000
1971-03-11,0.5487,0.5487,0.5204,0.5213,1723200
1971-03-12,0.5195,0.5195,0.5007,0.5127,1353600
1971-03-15,0.5127,0.5195,0.5058,0.5161,1718400
1971-03-16,0.5230,0.5367,0.5230,0.5350,1526400
1971-03-17,0.5350,0.5418,0.5315,0.5418,235200
1971-03-18,0.5418,0.5436,0.5342,0.5358,302400
1971-03-19,0.5358,0.5375,0.5281,0.5289,297600
1971-03-22,0.5289,0.5315,0.5213,0.5213,201600
1971-03-23,0.5144,0.5144,0.5007,0.5058,1396800
1971-03-24,0.5075,0.5127,0.5075,0.5075,403200
1971-03-25,0.5075,0.5093,0.4990,0.5058,542400
1971-03-26,0.5093,0.5264,0.5093,0.5161,417600
1971-03-29,0.5161,0.5264,0.5161,0.5264,268800
1971-03-30,0.5298,0.5367,0.5298,0.5324,369600
1971-03-31,0.5324,0.5350,0.5264,0.5298,254400
1971-04-01,0.5298,0.5367,0.5264,0.5272,643200
1971-04-02,0.5272,0.5281,0.5247,0.5281,307200
1971-04-05,0.5264,0.5264,0.5222,0.5239,216000
1971-04-06,0.5239,0.5298,0.5213,0.5247,585600
1971-04-07,0.5247,0.5350,0.5247,0.5247,398400
1971-04-08,0.5213,0.5213,0.5178,0.5213,451200
1971-04-12,0.5213,0.5264,0.5161,0.5247,2227200
1971-04-13,0.5264,0.5298,0.5264,0.5281,1454400
1971-04-14,0.5281,0.5384,0.5272,0.5384,571200
1971-04-15,0.5384,0.5453,0.5367,0.5427,523200
1971-04-16,0.5427,0.5470,0.5418,0.5453,278400
1971-04-19,0.5461,0.5487,0.5461,0.5478,326400
1971-04-20,0.5478,0.5487,0.5453,0.5453,566400
1971-04-21,0.5453,0.5470,0.5418,0.5436,393600
1971-04-22,0.5436,0.5453,0.5367,0.5436,331200
1971-04-23,0.5418,0.5418,0.5367,0.5375,254400
1971-04-26,0.5375,0.5470,0.5333,0.5401,220800
1971-04-27,0.5418,0.5538,0.5418,0.5538,643200
1971-04-28,0.5658,0.5761,0.5658,0.5676,873600
1971-04-29,0.5693,0.5796,0.5693,0.5710,667200
1971-04-30,0.5710,0.5796,0.5710,0.5796,446400
1971-05-03,0.5796,0.5796,0.5693,0.5701,1756800
1971-05-04,0.5701,0.5727,0.5573,0.5727,811200
1971-05-05,0.5727,0.5881,0.5727,0.5864,868800
1971-05-06,0.5898,0.6173,0.5898,0.6095,825600
1971-05-07,0.6095,0.6207,0.6087,0.6207,763200
1971-05-10,0.6190,0.6190,0.6139,0.6147,676800
1971-05-11,0.6147,0.6173,0.6070,0.6139,412800
1971-05-12,0.6139,0.6139,0.6062,0.6087,379200
1971-05-13,0.6087,0.6104,0.6045,0.6070,196800
1971-05-14,0.6070,0.6104,0.6036,0.6087,1478400
1971-05-17,0.6085,0.6085,0.5982,0.5982,403200
1971-05-18,0.5982,0.6043,0.5940,0.6025,1200000
1971-05-19,0.6025,0.6060,0.6008,0.6025,340800
1971-05-20,0.6025,0.6034,0.5991,0.6034,508800
1971-05-21,0.6034,0.6034,0.5982,0.5982,288000
1971-05-24,0.5982,0.5999,0.5957,0.5957,230400
1971-05-25,0.5957,0.5991,0.5871,0.5991,456000
1971-05-26,0.5974,0.5974,0.5940,0.5940,331200
1971-05-27,0.5940,0.5991,0.5888,0.5888,393600
1971-05-28,0.5888,0.5974,0.5871,0.5940,475200
1971-06-01,0.5940,0.5974,0.5819,0.5974,955200
1971-06-02,0.5974,0.6077,0.5940,0.6060,1300800
1971-06-03,0.6060,0.6094,0.6060,0.6094,748800
1971-06-04,0.6094,0.6111,0.6077,0.6111,489600
1971-06-07,0.6111,0.6137,0.6069,0.6069,552000
1971-06-08,0.6069,0.6094,0.6008,0.6008,456000
1971-06-09,0.6008,0.6043,0.5957,0.6025,403200
1971-06-10,0.6025,0.6094,0.6008,0.6060,561600
1971-06-11,0.6060,0.6111,0.6008,0.6111,528000
1971-06-14,0.6111,0.6275,0.6111,0.6275,984000
1971-06-15,0.6275,0.6558,0.6249,0.6506,763200
1971-06-16,0.6506,0.6643,0.6411,0.6609,1219200
1971-06-17,0.6540,0.6540,0.6472,0.6489,1737600
1971-06-18,0.6489,0.6523,0.6455,0.6472,768000
1971-06-21,0.6420,0.6420,0.6325,0.6352,542400
1971-06-22,0.6352,0.6352,0.6214,0.6214,753600
1971-06-23,0.6283,0.6386,0.6283,0.6386,619200
1971-06-24,0.6386,0.6506,0.6386,0.6472,844800
1971-06-25,0.6455,0.6455,0.6343,0.6386,2515200
1971-06-28,0.6386,0.6386,0.6317,0.6317,220800
1971-06-29,0.6352,0.6506,0.6352,0.6506,1036800
1971-06-30,0.6609,0.6695,0.6609,0.6609,566400
1971-07-01,0.6609,0.6712,0.6575,0.6634,1041600
1971-07-02,0.6634,0.6652,0.6592,0.6600,168000
1971-07-06,0.6584,0.6584,0.6472,0.6523,854400
1971-07-07,0.6523,0.6575,0.6428,0.6428,676800
1971-07-08,0.6455,0.6531,0.6455,0.6489,408000
1971-07-09,0.6489,0.6558,0.6489,0.6540,340800
1971-07-12,0.6540,0.6626,0.6540,0.6575,302400
1971-07-13,0.6575,0.6661,0.6523,0.6523,321600
1971-07-14,0.6514,0.6514,0.6455,0.6506,480000
1971-07-15,0.6506,0.6643,0.6506,0.6609,436800
1971-07-16,0.6609,0.6695,0.6567,0.6567,360000
1971-07-19,0.6558,0.6558,0.6437,0.6472,211200
1971-07-20,0.6472,0.6558,0.6455,0.6558,220800
1971-07-21,0.6558,0.6609,0.6540,0.6575,264000
1971-07-22,0.6575,0.6575,0.6523,0.6549,374400
1971-07-23,0.6600,0.6746,0.6600,0.6746,408000
1971-07-26,0.6746,0.6781,0.6695,0.6695,225600
1971-07-27,0.6592,0.6592,0.6523,0.6558,614400
1971-07-28,0.6558,0.6575,0.6506,0.6514,643200
1971-07-29,0.6489,0.6489,0.6369,0.6420,758400
1971-07-30,0.6420,0.6455,0.6369,0.6455,720000
1971-08-02,0.6455,0.6489,0.6386,0.6386,532800
1971-08-03,0.6352,0.6352,0.6111,0.6163,648000
1971-08-04,0.6163,0.6352,0.6111,0.6240,940800
1971-08-05,0.6231,0.6231,0.6146,0.6188,388800
1971-08-06,0.6188,0.6205,0.5974,0.6008,2822400
1971-08-09,0.5974,0.5974,0.5837,0.5879,705600
1971-08-10,0.5879,0.6060,0.5837,0.6043,508800
1971-08-11,0.6111,0.6231,0.6111,0.6231,312000
1971-08-12,0.6266,0.6369,0.6266,0.6325,600000
1971-08-13,0.6352,0.6420,0.6352,0.6420,1008000
1971-08-16,0.6643,0.6781,0.6643,0.6720,1118400
1971-08-17,0.6720,0.6729,0.6609,0.6695,1224000
1971-08-18,0.6661,0.6661,0.6506,0.6506,825600
1971-08-19,0.6481,0.6481,0.6428,0.6472,331200
1971-08-20,0.6472,0.6523,0.6455,0.6464,134400
1971-08-23,0.6496,0.6599,0.6496,0.6582,288000
1971-08-24,0.6582,0.6633,0.6564,0.6599,364800
1971-08-25,0.6599,0.6616,0.6547,0.6582,369600
1971-08-26,0.6564,0.6564,0.6496,0.6496,225600
1971-08-27,0.6479,0.6479,0.6393,0.6427,240000
1971-08-30,0.6393,0.6393,0.6178,0.6195,1305600
1971-08-31,0.6195,0.6272,0.6169,0.6272,1123200
1971-09-01,0.6272,0.6307,0.6186,0.6204,792000
1971-09-02,0.6204,0.6255,0.6204,0.6255,302400
1971-09-03,0.6255,0.6272,0.6221,0.6272,638400
1971-09-07,0.6272,0.6289,0.6221,0.6238,1243200
1971-09-08,0.6238,0.6272,0.6204,0.6255,307200
1971-09-09,0.6255,0.6307,0.6221,0.6298,393600
1971-09-10,0.6298,0.6307,0.6238,0.6307,388800
1971-09-13,0.6307,0.6307,0.6255,0.6307,177600
1971-09-14,0.6307,0.6307,0.6238,0.6247,355200
1971-09-15,0.6247,0.6255,0.6195,0.6255,201600
1971-09-16,0.6255,0.6272,0.6186,0.6221,523200
1971-09-17,0.6221,0.6238,0.6204,0.6221,388800
1971-09-20,0.6204,0.6204,0.6152,0.6152,369600
1971-09-21,0.6152,0.6152,0.6118,0.6118,422400
1971-09-22,0.6118,0.6144,0.6100,0.6135,316800
1971-09-23,0.6135,0.6221,0.6135,0.6186,585600
1971-09-24,0.6186,0.6204,0.6169,0.6169,283200
1971-09-27,0.6169,0.6169,0.6083,0.6100,144000
1971-09-28,0.6100,0.6118,0.6058,0.6083,211200
1971-09-29,0.6083,0.6186,0.6066,0.6100,451200
1971-09-30,0.6135,0.6221,0.6135,0.6212,374400
1971-10-01,0.6212,0.6221,0.6161,0.6161,513600
1971-10-04,0.6161,0.6186,0.6144,0.6161,720000
1971-10-05,0.6161,0.6186,0.6152,0.6186,456000
1971-10-06,0.6186,0.6221,0.6144,0.6221,643200
1971-10-07,0.6221,0.6247,0.6169,0.6169,590400
1971-10-08,0.6169,0.6169,0.6083,0.6118,816000
1971-10-11,0.6118,0.6152,0.6118,0.6135,153600
1971-10-12,0.6144,0.6212,0.6144,0.6204,412800
1971-10-13,0.6204,0.6204,0.6169,0.6195,388800
